"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2015037590,"05","1","PO BOX 172","","BRUCETON MILLS","WV","26525","TRIPLE T TIMBERING LLC","3046922090","","","","","","N","","","","","","N","","1","01499666","06"
2015037590,"05","4","134 PFEISTER AVE.","","CRESSON","PA","16630","CPM TRUCKING CO","8148864121","","","","","","N","","","","","","N","","2","00207039","06"
2015065040,"06","3","160 KEYSTONE DR","","TELEFORD","PA","18969","KRATZ TRUCKING INC.","2677182884","080000","","","","","N","","","","","000297020","N","A-00112722","2","00622961","08"
2015055439,"99","4","17TH STREET AND ARSENAL","","HARRISBURG","PA","17120","PENNDOT","7177872110","058400","","","","","N","","","","","","N","","2","01439050","09"
2015055439,"03","1","17TH STREET AND ARSENAL","","HARRISBURG","PA","17120","PENNDOT","7177872110","080000","","","","","N","","","","","","N","","1","01439050","09"
2015010713,"05","3","31 N PEORIA AVE","","TULSA","OK","74120","AIRGAS USA LLC","7172385520","080000","2","","","","Y","1","","","","","N","","1","00299712","08"
2015119732,"03","2","33 LANCE RD","","LEBANON","NJ","08833","CEMPORT INC","2014345920","080000","","","","","N","","","","","000214315","N","A-8998888","2","00380331","09"
2015024423,"03","9","2200 DON TYSON PARKWAY","","SPRINGDALE","AZ","72762","TYSON FOODS","8775777212","080000","","","","","N","","","","","","N","","2","00003327","08"
2015127283,"02","1","1285 BRISTOL RD","","CHURCHVILLE","PA","18966","MAZNA INC","9999999999","014000","","","","","N","","","","","","N","","2","","03"
2016002678,"05","7","16 WARWICK ROAD","","ISLAND PARK","NY","11558","EL DURO TRANSPORTATION INC","5163502436","080000","","","","","N","","","","","","N","","2","02785404","06"
2015024878,"03","4","17TH & ARSENAL BLVD","","HARRISBURG","PA","17120","PENNDOT","6102501840","038000","","","","","N","","","","","","N","","1","09802069","04"
2015107636,"10","3","158 CHURCH ST","","GLEN ROCK","PA","17327","RICHARD DAVIS","7178737121","085000","","","","","N","","","","","","N","","2","01057474","08"
2015010678,"99","1","50 CABOT BLVD. E.","","LANGHORNE","PA","19047","METALS USA","9999999999","080000","","","","","N","","","","","","N","","2","00165420","08"
2015117778,"99","0","1615 DOUG BARNARD PKWY","","AUGUSTA","GA","30906","MAXIM CRANE WORKS LP","8776295438","","","","","","N","","","","","","N","","2","00343050","07"
2015132724,"04","3","2906 REACH RD PO BOX 35","","WILLIAMSPORT","PA","17701","WHITCO SUPPLY LLC","5706074645","030000","","","","","N","","","","","","N","","1","01158749","99"
2015132724,"04","3","2906 REACH RD PO BOX 35","","WILLIAMSPORT","PA","17701","WHITCO SUPPLY LLC","5706074645","030000","","","","","N","","","","","","N","","2","01158749","99"
2015030662,"05","9","100 ILLINOIS ST SUITE 2","","ST CHARLES","IL","60174","CARDINAL LOGISTICS","2177851800","070000","","","","","N","","","","","","N","","3","00296982","09"
2015036262,"05","1","1000  FED EX DRIVE","","CORAPOLIS","PA","15108","FED-EX GROUND","8776275757","080000","","","","","N","","","","","","N","","2","00265752","08"
2015104431,"05","1","145 ROSEMARY STREET","","NEEDHAM","ME","02492","LILY TRANSPORTATION CORP","5084793183","080000","","","","","N","","","","","","N","","1","00024491","08"
2015037629,"02","6","1-71 NORTH AVENUE EAST","","ELIZABETH","NJ","07201","NEW ENGLAND MOTOR FREIGHT INC","2078562217","080000","","","","","N","","","","","","N","","2","00003336","06"
2015029299,"02","8","1060 LEHIGH ST","","ALLENTOWN","PA","18103","LEHIGH & NORTHAMPTON TRANPORTA","6102580479","000000","","","","","N","","","","","","N","","2","00043206","11"
2015102264,"04","4","431 MONTDALE ROAD","","SCOTT TWP","PA","18447","BERNARD NANIEWICZ FARM","5705631021","073280","","","","","N","","","","","","N","","1","02156840","04"
2015092376,"03","4","4993 OLD CLAIRTON RD","","PITTSBURGH","PA","15236","PITTSBURGH  ASPHALT COMPANY","4128813200","073280","","","","","N","","","","","","N","","1","02073216","09"
2015092376,"02","9","5711 RESEARCH DR","","CANTON","MI","48188","AERO COMMUNICATIONS INC","7344678121","017000","","","","","N","","","","","","N","","2","01234261","00"
2015117019,"05","1","4555 HOLLINS FERRY RD","","BALTIMORE","MD","21227","COWAN EQUIPMENT LEASING INC","4432971450","080000","","","","","N","","","","","","N","","2","00548880","08"
2015027760,"02","8","1234 MARKET STREET","","PHIL;ADELPHIA","PA","19026","SEPTA TRANSPORTION","2155807800","","","","","","N","","","","","","N","","2","","11"
2015136421,"02","8","320 WEST SWAMP ROAD","","DOYLESTOWN","PA","18901","CENTRAL BUCKS SCHOOL DISTRICT","2678934000","028900","","","","","N","","","","","","N","","2","01129281","11"
2015040056,"05","1","205 E. CO. DR. 625 N.","","SHELBURN","IN","47879","HAAG TRANSPORT INC.","8123972139","072350","","","","","N","","","","","000141317","N","","1","00164140","08"
2015101093,"04","4","4455 CASTOR AVE","","PHILADELPHIA","PA","19124","BELLA TRUCKING INC","2677673587","073280","","","","","N","","","","","","N","","1","01496165","04"
2015008524,"03","4","401 RT 61 SOUTH","","SCHUYLKILL HAVEN","PA","17972","ASH RESOURCES INC","5703854783","073280","","","","","N","","","","","0MC597685","N","A-00123579","2","00831238","04"
2015047439,"03","1","2150 INDUSTRIAL DR","","BETHLEHEM","PA","18017","COCA COLA BOTTLING COMPANY","4846294743","033000","","","","","N","","","","","000000010","N","","1","","08"
2015011048,"05","1","1600 SE 66TH","","OKLAHOMA CITY","OK","73149","JB HUNT","8777919458","080000","","","","","N","","","","","","N","","2","00080806","08"
2015105249,"02","8","401 BROAD ST","","JOHNSTOWN","PA","15906","PACE HEALTHCARE TRANSPORTATION","4849513039","","","","","","N","","","","","","N","","4","00000009","10"
2015048607,"02","1","5754 HODGEMAN LANE","","KENT","OH","44240","NICK BATTAGLIA & SONS INC","3306735188","011770","","","","","N","","","","","","N","","2","00329975","03"
2015011032,"05","1","500 OLD DOMINION WAY","","THOMASVILLE","NC","27360","OLD DOMINION FREIGHT INC","2012160060","080001","","","","","N","","","","","","N","","2","00090849","08"
2015076338,"05","1","94 WALDOBORO RD","","JEFFERSON","ME","04348","KINGS SERVICE LLC","3014104112","080000","","","","","N","","","","","","N","","2","00419752","08"
2015103729,"99","9","7101 W.17TH AVE","","GARY","IN","46406","SCHNEIDER NATIONAL CARRIERS INC.","9999999999","999999","","","","","N","","","","","","U","","3","","08"
2015108661,"05","2","PO BOX 152","","HELLERTOWN","PA","18055","WEST TRUCKERS FRANCHISE LLC","6108651788","079700","","","","","N","","","","","","N","","1","01831033","08"
2015097391,"02","3","5164 WINTERBERRY DRIVE","","DOYLESTOWN","PA","18902","SABINO'S POOL PLASTERING","2157660352","026000","","","","","N","","","","","","N","","1","01910086","03"
2015042606,"99","8","1234 MARKET ST, 14TH","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015028064,"05","1","1-71 NORTH AVE EAST","","ELIZABETH, NJ  07201","NJ","07201","NEW ENGLAND MOTOR,  FRGHT INC","9089650100","080000","","","","","N","","","","","","N","","1","00031120","08"
2015090388,"99","9","550 FIREHOUSE RD","","GRANTVILLE","PA","17028","FLEET REPAIR SOLUTIONS","9999999999","011500","","","","","N","","","","","","U","","2","","05"
2015052814,"02","1","7168 DANIELS DRIVE","","ALLENTOWN","PA","18106","CONWAY PROVISIONS INC.","6105302020","036000","","","","","N","","","","","","N","","1","02312780","03"
2015015435,"05","1","203 APPALACHEE PKWY","SUITE 108","TALLAHASSEE","FL","32301","VELOX TRANSPORT SOLUTIONS LLC","7868664580","080000","","","","","N","","","","","","N","","1","02341009","08"
2015117403,"05","1","3162 WHITE CHURCH ROAD","","CHAMBERSBURG","PA","17202","FORRESTER FARMS LTD.","7173725751","080000","","","","","N","","","","","","N","","2","00005524","08"
2015074408,"05","1","3065 HALSTED ST","","CHICAGO","IL","60661","KZ INC","3125605441","080000","","","","","N","","","","","","N","","1","02284042","08"
2015090434,"02","1","26 JUDY LN","","HARRISBURG","PA","17112","ALL IN INSULATION LLC","7177985970","026000","","","","","N","","","","","","N","","2","99999999","09"
2015010665,"05","1","715 WEST 172ND ST., BOX","","SOUTH HOLLAND","IL","60473","EAGLE EXPRESS LINES INC.","4846512028","026000","","","","","N","","","","","","N","","2","00649914","08"
2015073505,"02","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA TRANSIT","2155807800","040000","","","","","N","","","","","","N","","1","99999999","11"
2015073505,"02","1","480 WEST POTHOUSE ROAD","","PHOENIXVILLE","PA","19460","THE PARTY CENTER","6109358368","026000","","","","","N","","","","","","N","","2","00549761","03"
2015109974,"03","1","130 A SATTERLEE RD","","DUBOIS","PA","15801","STAAR TRUCKING INC","8146122077","035000","","","","","N","","","","","","N","","1","02266657","09"
2015087145,"04","1","1623 WEST LUNT AVENUE,","","CHICAGO","IL","60626","KENNEDY BROTHERS LLC","5712787469","080000","","","","","N","","","","","","N","","2","02175321","08"
2015032367,"05","1","6814 OLD ROYALTON ROAD","","BRECKVILLE","OH","44141","SERGEY STASENKO","4402123652","083000","","","","","N","","","","","","N","","2","01280680","08"
2015032367,"05","1","941 WHEATLAND AVE","","LANCASTER","PA","17608","MCGEARY GRAIIN INC","7173946843","083000","","","","","N","","","","","","N","","1","29917608","08"
2015041125,"02","1","200 COLONY LN.","","LATROBE","PA","15650","LOWES","7245328360","020000","","","","","N","","","","","","N","","2","00097235","03"
2015064229,"05","1","13800 BELLE RIVER RD","","BERVILLE","MI","48002","TM MORLEY","8004384787","080000","","","","","N","","","","","000169101","N","","2","00237834","08"
2015090775,"02","8","138 LOCUST DRIVE","","WEST ABINGTON","PA","18414","JAMES SCHIRG","5708819315","033000","","","","","N","","","","","","N","","1","","11"
2015009791,"02","4","2105 LINCOLN HIGHWAY EA","","LANCASTER","PA","17602","DEPARTMENT OF TRANSPORTATION","7172997621","050000","","","","","N","","","","","","N","","2","99999999","09"
2015019248,"99","9","3864 COURTNEY ST SUITE","","BETHLEHEM","PA","18017","UNITED PARCEL SERVICE","8007425877","","","","","","N","","","","","","N","","1","00021800","08"
2016000786,"03","4","2218 KEEWAYDIN ROAD","","FRENCHVILLE","PA","16836","M&M ENTERPRISE TRANSPORTATION","8142634575","","","","","","N","","","","","","U","","1","00381682","04"
2015110572,"06","3","881 COOPER AVE","","JOHNSTOWN","PA","15906","MJ DANIELS LLC","8142544763","","","","","","N","","","","","","U","","1","01435662","08"
2015084771,"03","3","900 GEORGIA AVE","","DEER PARK","TX","77536","HYDROCHEM LLC","7133935600","040000","","","","","N","","","","","","N","","2","02035145","04"
2015119543,"02","4","1031 NEW CASTLE ROAD","`","PROSPECT","PA","16052","EISLER NURSERIES INC.","7248652030","033000","","","","","N","","","","","","N","","1","02125684","06"
2015044110,"05","3","952 STATE RT 6","","FACTORYVILLE","PA","18419","SANDBLAST TRUCKING LLC","5703178884","080000","","","","","N","","","","","","N","A-8917420","2","02543889","08"
2015024297,"05","1","1535 WEBSTER ST","","GARY","IN","46406","UNIVERSAL TRUCKLOAD INC","8002252568","080000","","","","","N","","","","","","N","","2","00041208","08"
2015024297,"05","1","PO BOX 1350","","BINGHAMPTON","NY","13902","WILLOW RUN FOODS","6073385221","080000","","","","","N","","","","","","N","","1","00027814","08"
2015093806,"03","7","11763 SHIRLEY AYR RD PO","","MOUNT UNION","PA","17066","PARKS GARBAGE SERVICE INC","9999999999","058000","","","","","N","","","","","","N","","1","02103091","03"
2015038899,"02","2","460 MEMORIAL PKWY","","PHILLIPSBURG","NJ","08865","SMJ&J INC","9088590982","033000","2","","","","Y","1","","","","","N","","1","00023662","03"
2015073896,"05","2","3102 CENTENNIAL RD","","BEDFORD","PA","15522","H EUGENE KOONTZ TRUCKING INC","8148472742","080000","","","","","N","","","","","","N","","1","00300458","08"
2015112826,"05","1","647 EAST MIDDLE ST","","HANOVER","PA","17331","KROON BROTHERS TRANSPORT","7175215424","080000","","","","","N","","","","","","N","","1","02260733","06"
2015130923,"03","8","45 ERICK RD","","LANCASTER","PA","17601","RED ROSE TRANSIT","7172911243","999999","","","","","N","","","","","","N","","1","","10"
2015129723,"02","8","3591 SHARON RD.","","WEST MIDDLESEX","PA","16159","WEST MIDDLESEX AREA SCHOOLS","7243420123","","","","","","N","","","","","","N","","2","11290261","11"
2015054757,"02","1","111 PRESIDENTIAL BLVD","STE 165","BALA-CYNWYD","PA","19004","TEMAV EXPRESS LLC","2159012143","026000","","","","","N","","","","","","N","","1","02382458","03"
2015035373,"05","1","705 B NORTH BLOOMINGTON","","LOWELL","AR","72745","JB HUNT TRANSPORTATION","8007230774","","","","","","N","","","","","","N","","2","00080806","08"
2015030430,"03","1","5420 BROWN AVE","","ST LOUIS","MO","63120","HUB GROUP TRUCKING","7179948561","999999","","","","","N","","","","","","N","","2","01454112","08"
2015014655,"04","1","7306 N BAKER ROAD","","FREMONT","IN","46737","FEDEX FREIGHT INC","8002533174","028000","","","","","N","","","","","","N","","2","00239039","06"
2015058976,"05","1","615 JB HUNT CORPORATE D","","LOWELL","AZ","72745","JB HUNT TRANSPORT INC","4798200000","080000","","","","","N","","","","","","N","","1","00080806","08"
2015058976,"03","1","102 DEKA RD PO BOX 147","","LYON STATION","PA","19536","EAST PENN LOGISTICS LLC","6106826361","046000","8","","","","Y","2","","","","","N","","2","02314788","04"
2015058976,"05","1","312 NORTH MANOR RD","","ELVERSON","PA","19520","ERB TRANSPORT INC","6102862009","080000","","","","","N","","","","","","N","","4","00269088","08"
2015063342,"04","4","223 N. MAIN ST","","CLAREDON","PA","16313","FOX AND SONS EXCAVATING LCC","8147269279","073280","","","","","N","","","","","000025524","N","A-8915879","1","01150560","04"
2015129102,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999-9999","UNKNOWN","9999999999","","","","","","","","","","","999999999","N","","1","99999999","99"
2015122524,"02","1","1080 GREENWOOD BLVD","","LAKE MARY","FL","32746","SCHOLASTIC INC","7179391361","033000","","","","","N","","","","","","N","","1","00339171","03"
2015020208,"05","1","2721 WHITEHURST WAY","","COLUMBUS","OH","43219","HUSSEIN NUR","3109547987","080000","","","","","N","","","","","","N","","1","02514615","08"
2015041135,"05","3","RR 5 BOX 344","","MIFFLINTOWN","PA","17059","DEAMER TRUCKING LTD","7174365454","080000","","","","","N","","","","","","N","","1","01727605","08"
2015111388,"05","1","7153 CEDAR BRIDGE LANE","","BLACKLICK","OH","43004","US CARRIER LOGISTICS LLC","6144061129","080000","","","","","N","","","","","","N","","1","02387067","08"
2015090433,"05","1","259 GOOSE HILL RD","","JEFFERSON","ME","04348","SMM TRUCKING","9546559145","080000","","","","","N","","","","","","N","","2","01936955","08"
2015090433,"05","1","1710 NE CR 1030A","","RICE","TX","75155","DIMAS PERALTA","7868732610","080000","","","","","N","","","","","","N","","1","02305134","08"
2015036367,"05","1","101 BLUE JAY DRIVE","","SWEDESBORO","NJ","08085","ROCKSTEADY TRANSPORT LLC","8564916752","080000","","","","","N","","","","","","N","","2","01882987","08"
2015089145,"03","0","321 TECH DRIVE","","BURNS HARBOR","IN","46304","USA TRUCK","8004740044","","","","","","N","","","","","","N","","2","00213754","08"
2015048119,"05","1","11962 COPPERFIELD DR","","CARMEL","IN","46032","JVS TRANSPORT LLC","3178736100","999999","","","","","N","","","","","","N","","1","02507145","08"
2015049916,"02","1","11650 PENN HILLS DR","","PGH","PA","15235","UNITED STATES POSTAL SERVICE","4127315987","022000","","","","","N","","","","","","N","","2","06618363","08"
2015052266,"02","0","1201 PITT ST","","PITTSBURGH","PA","15221","PEOPLE'S NATURAL GAS","7246400156","","","","","","N","","","","","","N","","2","00216624","02"
2015038938,"05","1","PO BOX 438","55 MATCHETTE RD.","CLINTON","PA","15026","AIR-GROUND EXPRESS","8002471188","800000","","","","","N","","","","","000268342","N","A-00104009","1","00259447","08"
2015067227,"04","7","3730 SANDHURST DR","","YORK","PA","17406","REPUBLIC SERVICES","7177792516","040000","","","","","N","","","","","","N","","1","00348394","04"
2015061350,"03","9","4000 CLINE AVE.","","EAST CHICAGO","IN","463120534","PENSKE TRUCK LLC.","6104990343","080000","","","","","N","","","","","","N","","2","00079452","06"
2015061350,"03","3","406 WHITEHORSE PIKE","","HADDON HEIGHTS","NJ","08035","DNT TRUCKING LLC.","8563109939","080000","","","","","N","","","","","","N","","1","01778581","06"
2015028900,"03","4","335 PAWLINGS ROAD","","PHOENIXVILLE","PA","19460","DELAWARE PAVING","6109830568","073280","","","","","N","","","","","","N","","2","00814316","04"
2015116536,"03","4","2255 PA-217 SOUTH","","BLAIRSVILLE","PA","15717","TAYLOR SERVICES","7244598901","073280","","","","","N","","","","","","N","A-00108395","1","00120871","04"
2015086424,"03","1","1515 GOSTLIN ST","","HAMMOND","IN","46327","FED EX GROUND","7248537072","080000","","","","","N","","","","","","N","","1","00265752","09"
2015118231,"04","4","567 SHAWVILLE HWY","","WOODLAND","PA","16881","LANSBERRY BROTHERS TRUCKING","8148577651","078320","","","","","N","","","","","","N","","2","00146157","04"
2015050255,"99","8","1234 MARKET PLACE, 14TH","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2015032403,"05","1","3200 INDUSTRIES RD","","RICHMOND","IN","47374","CON-WAY FREIGHT","7349946600","080000","","","","","N","","","","","","N","","1","00241829","08"
2015092513,"04","5","109 DARK HOLLOW RD","","OAKMONT","PA","15139","A FOLINO CONSTRUCTION","4128202800","033000","","","","","N","","","","","","N","","1","01413297","04"
2015030447,"02","9","2110 7TH AVENUE","","ALTOONA","PA","16602","RELIABLE TOWING & AUTO CENTER","9999999999","999999","","","","","","","","","","","N","","2","","03"
2015046205,"02","8","14622 BUCHANAN TRAIL W.","","MERCERSBURG","PA","172369437","BERNIE & B. JOHN MILLER","7178163285","","","","","","N","","","","","","N","","1","","11"
2015109429,"03","9","1848 E ROBERT ST APT 11","","FORT WORTH","TX","76104","A AND Z TRANSPORT","2142134023","008000","","","","","N","","","","","","N","","1","02560350","08"
2015123745,"03","1","126 RUSSELL DR","","EAST FREEDOM","PA","16637","J H RUSSELL INC","8142392128","080000","","","","","N","","","","","","N","A-00113195","1","00243616","09"
2015039353,"02","8","252 INDUSTRIAL PARK DR,","","SAINT CLAIR","PA","17970","SCHUYLKILL TRANSPORTATION SYSTEM","8008323322","014500","","","","","N","","","","","","N","","1","","10"
2015113959,"99","2","1861 TERRY DR","","JOLIET","IL","60435","QUALITY CARRIERS INC","8007598265","","","","","","N","","","","","","N","","1","00076600","08"
2015016327,"05","1","4365 COUNTY LINE ROAD","","CHALFONT","PA","18914","BOVA FOODS, INC","8009662682","","","","","","N","","","","","","N","","1","00390927","08"
2015011530,"03","4","13 PHEASANT HILL DR","","HALIFAX","PA","17032","A TO Z CONSTRUCTION LLC","7175796476","","","","","","N","","","","","","N","","1","99999999","04"
2015085834,"04","3","225 SANDY CREEK RD","","VERONA","PA","15147","PVO EXPRESS NC","4127937347","","","","","","N","","","","","","N","","2","01148672","04"
2015085834,"03","1","2747 LEGIONVILLE RD","","AMBRIDGE","PA","15003","BEEMAC TRUCKING LLC","9999999999","","","","","","N","","","","","","N","","5","00388467","08"
2015087284,"05","1","1640 BLAIR ST","","THOMASVILLE","NC","27360-8808","SHELBA INC.","3364762000","080000","","","","","N","","","","","","U","","2","00273416","08"
2015059300,"05","2","10603 ALLENTOWN BLVD","","ONO","PA","17077","JP DONMOYER INC","7178652148","080000","","","","","N","","","","","","N","A-8912686","1","02064133","08"
2015059840,"02","4","1 PRESTO RD P.O. BOX 29","","PRESTO","PA","15142","HILLTOP PAVING","4125196111","","","","","","N","","","","","","N","","2","","03"
2015016176,"03","8","20 WELDON DR","","DOYLESTOWN","PA","18901","CENTRAL BUCKS SCHOOL DISTRICT","2677181024","","","","","","N","","","","","","N","","2","","11"
2015038028,"05","1","2740 N. MAYFAIR","","SPRINGFIELD","MO","65807","PRIME INC NEW","8003214552","080000","","","","","N","","","","","","N","","2","00003706","04"
2015038028,"05","1","693 CLEMENT TOWN ROAD","","POWHATAN","VA","23139","JAY LAWRENCE SELBERT","8045194868","080000","","","","","N","","","","","","N","","3","00952059","08"
2015038028,"05","2","5508 LONAS DRIVE","","KNOXVILLE","TN","379390000","PILOT TRAVEL CENTERS LLC","8005626210","080000","3","","","","Y","1","","","","","N","","1","00091805","04"
2015125279,"03","1","720 E. MAIN STREET","","WEST UNION","OH","45693","PF2 LLC","9377790069","080000","","","","","N","","","","","","N","","2","02388105","08"
2015098625,"02","8","2601 GRANDVIEW BLVD.","","WEST LAWN","PA","19609","WILSON SCHOOL DISTRICT","6106700180","","","","","","N","","","","","","N","","1","","10"
2015012641,"02","8","200 HAHN RD","","PITTSBURGH","PA","15209","FIRST STUDENT INC","4124318747","","","","","","N","","","","","","N","","2","","11"
2015020135,"05","3","4961 CUMBERLAND HIGHWAY","","CHANMBERSBURG","PA","17202","GENERATION TRUCKING LLC","7173775611","080000","","","","","N","","","","","","N","A-00123522","1","01627019","08"
2015111761,"05","1","2658 E 139TH ST","","BURNHAM","IL","60633","MR BULT'S INC","7402701173","073000","","","","","N","","","","","","N","","2","00387102","08"
2015090755,"99","9","1810 MIDDLETOWN RD","","GLEN MILLS","PA","19342","RICKS TREE SERVICE","6103222002","026300","","","","","N","","","","","","N","","1","99999999","06"
2015062971,"05","1","6281 SUNSET AVENUE","","LA GRANGE","IL","60525","YURAJ SPRAJCER","7083520399","080000","","","","","N","","","","","","N","","2","22062239","08"
2015082953,"03","4","1103 E PRINCESS ST","","YORK","PA","17403","KINSELY CONSTRUCTION","7177413841","073280","","","","","","","","","","","N","","2","00207244","04"
2015092002,"06","3","2001 OLD PHILADELPHIA P","","LANCASTER","PA","17602","M&G RIGGING AND HAULING","7175750492","080000","","","","","N","","","","","","Y","","1","00082216","06"
2015060283,"99","3","1231 MOUNT WILSON RD","","LEBANON","PA","17042","WEABER INC.","7178672212","","","","","","","","","","","","N","","2","02347747","99"
2015060283,"03","1","372 PUSEYVILLE RD","","QUARRYVILLE","PA","17566","FREYS TRUCKING INC","7177862146","080000","","","","","N","","","","","","N","","1","01968161","08"
2015104828,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","2","09999999","08"
2015129149,"02","1","166 QUIGLEY BLVD","","NEW CASTLE","PA","19720","FLOWERS BAKING CO OF OXFORD INC","6107578719","015000","","","","","N","","","","","","N","","1","02299646","03"
2015096500,"04","0","8485 MERCER STREET","","PULASKI","PA","16143","MITCHELTREE BROS LOGGING","7246995374","073280","","","","","N","","","","","","N","","2","00585270","07"
2015118797,"05","1","1643 ALLEGHENY BLVD","","RENO","PA","16343","KLAPEC TRUCKING COMPANY","8146761512","080000","","","","","N","","","","","","N","","2","00088323","08"
2015069518,"03","0","6202 SHORTMAN ROAD","","RPLEY","NY","14775","BOWSER REGAL INC","4342448015","080000","","","","","N","","","","","","N","","2","00351500","08"
2015064390,"05","1","883 EAST TOLNA ROAD","","NEW FREEDOM","PA","17349","A&S SERVICE GROUP LLC","7177923632","012496","","","","","N","","","","","","N","","2","01880751","08"
2015018429,"05","1","306 E STONEWALL RD","","BYHALIA","MS","38661","INTERSTATE FURNITURE LOGISTICS","6625078654","080000","","","","","N","","","","","","N","","1","01667588","08"
2015082688,"03","2","250 TECHNOLOGY DRIVE","","CLEARFIELD","PA","16830","PA GRAIN PROCESSING","8778710774","055000","","","","","N","","","","","","N","","1","02297818","03"
2015078365,"99","2","280 EAST ST","","YORK","PA","17403","REC IOL INC","7178469551","","","","","","N","","","","","","N","","1","00545194","05"
2015046128,"05","1","3360A INDUSTRIAL RD","","HBG","PA","17110","HUB GROUP TRUCKING","8663449990","080000","","","","","N","","","","","","N","","3","01454112","08"
2015089300,"05","4","8020 ROWAN RD","","CRANBERRY TWP","PA","16066","CRANBERRY SUPPLY CO.","7247761610","073280","","","","","N","","","","","000382822","N","A-00116854","1","00834695","09"
2015089300,"02","1","55 MATCHETTE RD","PO BOX 438","CLINTON","PA","15026","AIR GROUND XPRESS INC","8002471188","033000","","","","","N","","","","","000268342","N","A-00104009","2","00259447","98"
2015011680,"03","1","830 N. READING RD.","P.O. BOX 490","EPHRATA","PA","17517","SUNRISE TRANSPORT","7177212783","080000","","","","","N","","","","","","N","A-00122746","2","00276388","08"
2015008041,"99","1","645 S 27TH ST","","HBG","PA","17104","CAPITOL PRESORT","7175647755","026000","","","","","N","","","","","","N","","2","","03"
2015090217,"99","9","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","U","","1","00999999","99"
2015123684,"05","3","RD 3 BOX 141","","SPRING GROVE","PA","17362","H&H GENERAL EXCAVATING","7172254669","080000","","","","","N","","","","","","N","","2","00227941","08"
2015126759,"02","8","315 NORTHAMTON ST.","","KINGSTON","PA","18704","LUZERNE COUNTY TRANSPORTATION  A","5702567641","","","","","","N","","","","","","N","A-99999999","1","","11"
2015068108,"99","9","850 CHARLES ST","","GLOUCESTER CITY","NJ","08030","PRO BUILD COMPANY","9999999999","999999","","","","","","","","","","","N","","2","","99"
2016000708,"03","4","1223 PARKS RD","","IRVONA","PA","16656","LJF INC","8146725152","073280","","","","","N","","","","","000248365","N","A-00109211","2","00478032","04"
2015083170,"05","1","120 SEAVIEW DRIVE","","SECAUCUS","NJ","07096","APEX XPRESS INC.","8002201284","080000","","","","","N","","","","","","N","","1","00102213","08"
2015015804,"99","0","3112 E SR 124","","BLUFFTON","IN","46714","NESCO INC","7028022456","080000","","","","","N","","","","","","N","","1","00640896","00"
2015100947,"05","1","3801 OLD GREENWOOD ROAD","","FORT SMITH","AZ","72903","ABF FREIGHT","7033310706","080000","","","","","N","","","","","","N","","1","00082866","08"
2015107251,"06","2","6017 EAST CALLA RD","","NEW MIDDLETOWN","OH","44442","VENEZIA TRANSPORT SERVICE","6104955200","080000","","","","","N","","","","","","N","","1","01079966","08"
2015089147,"03","5","1507 SALEM BLVD","","BERWICK","PA","18603","RIVERVIEW BLOCK INC.","5707527191","073280","","","","","N","","","","","","N","","2","00384701","04"
2015005854,"02","1","212 ASH STREET","","ERIE","PA","16507","MR G'S DELIVERY SERVICE","8145669142","017000","","","","","N","","","","","","N","","2","00265752","03"
2015005854,"05","1","786 RANG SAINT-JOSEPH","","SAINT-LEONARD D'ASTO","QC","J0C1M0","9288-1937 QUEBEC INC.","8193889372","075000","","","","","N","","","","","","N","","3","00788899","08"
2015123859,"99","9","11352 RAYSTOWN RD","","SAXTON","PA","16678","A-1 PRO CLEANING & RESTORATION","9999999999","012000","","","","","N","","","","","","N","","1","","09"
2015005227,"05","1","6800 PORT RD","","GROVEPORT","OH","43125","FAF INC","8884975000","","","","","","N","","","","","","N","","1","00728630","08"
2015119139,"05","1","2ND AVENUE & 7TH STREET","PO BOX 1553","ALTOONA","PA","16603","WARD TRUCKING CORP.","8149440803","080000","","","","","N","","","","","","N","","2","","08"
2015092644,"05","7","3728 WEST COUNTRY CLUB","","PHILADELPHIA","PA","19137","CARRIBEAN OPERATORS INC","2154163135","000000","","","","","N","","","","","","N","","1","00959608","06"
2016001539,"05","3","260 MACK PLACE","","SOUTH PLAINFIELD","NJ","07080","ADLER TANK RENTALS LLC","8004217471","070000","","","","","N","","","","","","N","","2","01854423","06"
